video,frame,label
video (1).avi,230,2
video (1).avi,231,2
video (1).avi,232,2
video (1).avi,233,2
video (1).avi,234,2
video (1).avi,235,2
video (1).avi,236,2
video (1).avi,237,2
video (1).avi,238,2
video (1).avi,239,2
video (1).avi,240,2
video (1).avi,241,2
video (1).avi,242,2
video (1).avi,243,2
video (1).avi,244,2
video (1).avi,245,2
video (1).avi,246,2
video (1).avi,247,2
video (1).avi,248,2
video (1).avi,249,2
video (1).avi,250,2
video (1).avi,251,2
video (1).avi,252,2
video (1).avi,253,2
video (1).avi,254,2
video (1).avi,255,2
video (1).avi,256,2
video (1).avi,257,2
video (1).avi,258,2
video (1).avi,259,2
video (1).avi,260,2
video (1).avi,261,2
video (1).avi,262,2
video (1).avi,263,2
video (1).avi,264,2
video (10).avi,1,0
video (10).avi,2,0
video (10).avi,3,0
video (10).avi,4,0
video (10).avi,5,0
video (10).avi,6,0
video (10).avi,7,0
video (10).avi,8,0
video (10).avi,9,0
video (10).avi,10,0
video (10).avi,11,0
video (10).avi,12,0
video (10).avi,13,0
video (10).avi,14,0
video (10).avi,15,0
video (10).avi,16,0
video (10).avi,17,0
video (10).avi,18,0
video (10).avi,19,0
video (10).avi,20,0
video (10).avi,21,0
video (10).avi,22,0
video (10).avi,23,0
video (10).avi,24,0
video (10).avi,25,0
video (10).avi,26,0
video (10).avi,27,0
video (10).avi,28,0
video (10).avi,29,0
video (10).avi,30,0
video (10).avi,31,0
video (10).avi,32,0
video (10).avi,33,0
video (10).avi,34,0
video (10).avi,35,0
video (10).avi,36,0
video (10).avi,37,0
video (10).avi,38,0
video (10).avi,39,0
video (10).avi,40,0
video (10).avi,41,0
video (10).avi,42,0
video (10).avi,43,0
video (10).avi,44,0
video (10).avi,45,0
video (10).avi,46,0
video (10).avi,47,0
video (10).avi,48,0
video (10).avi,49,0
video (10).avi,50,0
video (10).avi,51,0
video (10).avi,52,0
video (10).avi,53,0
video (10).avi,54,0
video (10).avi,55,0
video (10).avi,56,0
video (10).avi,57,0
video (10).avi,58,0
video (10).avi,59,0
video (10).avi,60,0
video (10).avi,61,0
video (10).avi,62,0
video (10).avi,63,0
video (10).avi,64,0
video (10).avi,65,0
video (10).avi,66,0
video (10).avi,67,0
video (10).avi,68,0
video (10).avi,69,0
video (10).avi,70,0
video (10).avi,71,0
video (10).avi,72,0
video (10).avi,73,0
video (10).avi,74,0
video (10).avi,75,0
video (10).avi,76,0
video (10).avi,77,0
video (10).avi,78,0
video (10).avi,79,0
video (10).avi,80,0
video (10).avi,81,0
video (10).avi,82,0
video (10).avi,83,0
video (10).avi,84,0
video (10).avi,85,0
video (10).avi,86,0
video (10).avi,87,0
video (10).avi,88,0
video (10).avi,89,0
video (10).avi,90,0
video (10).avi,91,0
video (10).avi,92,0
video (10).avi,93,0
video (10).avi,94,0
video (10).avi,95,0
video (10).avi,96,0
video (10).avi,97,0
video (10).avi,98,0
video (10).avi,99,0
video (10).avi,100,0
video (10).avi,101,0
video (10).avi,102,0
video (10).avi,103,0
video (10).avi,104,0
video (10).avi,105,0
video (10).avi,106,0
video (10).avi,107,0
video (10).avi,108,0
video (10).avi,109,0
video (10).avi,110,0
video (10).avi,111,0
video (10).avi,112,0
video (10).avi,113,0
video (10).avi,114,0
video (10).avi,115,0
video (10).avi,116,0
video (10).avi,117,0
video (10).avi,118,0
video (10).avi,119,0
video (10).avi,120,0
video (10).avi,121,0
video (10).avi,122,0
video (10).avi,123,0
video (10).avi,124,0
video (10).avi,125,0
video (10).avi,126,5
video (10).avi,127,5
video (10).avi,128,5
video (10).avi,129,5
video (10).avi,130,5
video (10).avi,131,5
video (10).avi,132,5
video (10).avi,133,5
video (10).avi,134,5
video (10).avi,135,5
video (10).avi,136,5
video (10).avi,137,5
video (10).avi,138,5
video (10).avi,139,5
video (10).avi,140,5
video (10).avi,141,5
video (10).avi,142,5
video (10).avi,143,5
video (10).avi,144,5
video (10).avi,145,5
video (10).avi,146,5
video (10).avi,147,5
video (10).avi,148,5
video (10).avi,149,5
video (10).avi,150,5
video (10).avi,151,5
video (10).avi,152,5
video (10).avi,153,5
video (10).avi,154,5
video (10).avi,155,5
video (10).avi,156,5
video (10).avi,157,5
video (10).avi,158,5
video (10).avi,159,5
video (10).avi,160,5
video (10).avi,161,5
video (10).avi,162,5
video (10).avi,163,5
video (10).avi,164,5
video (10).avi,165,5
video (10).avi,166,5
video (10).avi,167,5
video (10).avi,168,5
video (10).avi,169,5
video (10).avi,170,5
video (10).avi,171,5
video (10).avi,172,5
video (10).avi,173,5
video (10).avi,174,5
video (10).avi,175,5
video (10).avi,176,5
video (10).avi,177,5
video (10).avi,178,5
video (10).avi,179,5
video (10).avi,180,5
video (10).avi,181,5
video (10).avi,182,5
video (10).avi,183,5
video (10).avi,184,5
video (10).avi,185,5
video (10).avi,186,5
video (10).avi,187,5
video (10).avi,188,5
video (10).avi,189,5
video (10).avi,190,5
video (10).avi,191,5
video (10).avi,192,5
video (10).avi,193,5
video (10).avi,194,5
video (10).avi,195,5
video (10).avi,196,5
video (10).avi,197,5
video (10).avi,198,5
video (10).avi,199,5
video (10).avi,200,5
video (10).avi,201,5
video (10).avi,202,5
video (10).avi,203,5
video (10).avi,204,5
video (10).avi,205,5
video (10).avi,206,5
video (10).avi,207,3
video (10).avi,208,3
video (10).avi,209,3
video (10).avi,210,3
video (10).avi,211,3
video (10).avi,212,3
video (10).avi,213,3
video (10).avi,214,3
video (10).avi,215,3
video (10).avi,216,3
video (10).avi,217,3
video (10).avi,218,3
video (10).avi,219,3
video (10).avi,220,3
video (10).avi,221,3
video (10).avi,222,3
video (10).avi,223,3
video (10).avi,224,3
video (10).avi,225,3
video (10).avi,226,3
video (10).avi,227,3
video (10).avi,228,3
video (10).avi,229,3
video (10).avi,230,3
video (10).avi,231,3
video (10).avi,232,3
video (10).avi,233,3
video (10).avi,234,3
video (10).avi,235,3
video (10).avi,236,3
video (10).avi,237,3
video (10).avi,238,3
video (10).avi,239,3
video (10).avi,240,3
video (10).avi,241,3
video (10).avi,242,3
video (10).avi,243,3
video (10).avi,244,3
video (10).avi,245,3
video (10).avi,246,3
video (10).avi,247,3
video (10).avi,248,3
video (10).avi,249,3
video (10).avi,250,0
video (10).avi,251,0
video (10).avi,252,0
video (10).avi,253,0
video (10).avi,254,0
video (10).avi,255,0
video (10).avi,256,0
video (10).avi,257,0
video (10).avi,258,0
video (10).avi,259,0
video (10).avi,260,0
video (10).avi,261,0
video (10).avi,262,0
video (10).avi,263,0
video (10).avi,264,0
video (10).avi,265,0
video (10).avi,266,0
video (10).avi,267,0
video (10).avi,268,0
video (10).avi,269,0
video (10).avi,270,0
video (10).avi,271,0
video (10).avi,272,0
video (10).avi,273,0
video (10).avi,274,0
video (10).avi,275,0
video (10).avi,276,0
video (10).avi,277,0
video (10).avi,278,0
video (10).avi,279,0
video (10).avi,280,0
video (10).avi,281,0
video (10).avi,282,0
video (10).avi,283,0
video (10).avi,284,0
video (10).avi,285,0
video (10).avi,286,0
video (10).avi,287,0
video (10).avi,288,0
video (10).avi,289,0
video (10).avi,290,0
video (10).avi,291,0
video (10).avi,292,0
video (10).avi,293,0
video (10).avi,294,0
video (10).avi,295,0
video (10).avi,296,0
video (10).avi,297,0
video (10).avi,298,0
video (10).avi,299,0
video (10).avi,300,0
video (10).avi,301,0
video (10).avi,302,0
video (10).avi,303,0
video (10).avi,304,0
video (10).avi,305,0
video (10).avi,306,0
video (10).avi,307,0
video (10).avi,308,0
video (10).avi,309,0
video (10).avi,310,0
video (10).avi,311,0
video (10).avi,312,0
video (100).avi,1,1
video (100).avi,2,1
video (100).avi,3,1
video (100).avi,4,1
video (100).avi,5,1
video (100).avi,6,1
video (100).avi,7,1
video (100).avi,8,1
video (100).avi,9,1
video (100).avi,10,1
video (100).avi,11,1
video (100).avi,12,1
video (100).avi,13,1
video (100).avi,14,1
video (100).avi,15,1
video (100).avi,16,3
video (100).avi,17,3
video (100).avi,18,3
video (100).avi,19,3
video (100).avi,20,3
video (100).avi,21,3
video (100).avi,22,3
video (100).avi,23,3
video (100).avi,24,3
video (100).avi,25,3
video (100).avi,26,3
video (100).avi,27,3
video (100).avi,28,3
video (100).avi,29,3
video (100).avi,30,3
video (100).avi,31,3
video (100).avi,32,3
video (100).avi,33,3
video (100).avi,34,3
video (100).avi,35,3
video (100).avi,36,3
video (100).avi,37,3
video (100).avi,38,3
video (100).avi,39,0
video (100).avi,40,0
video (100).avi,41,0
video (100).avi,42,0
video (100).avi,43,0
video (100).avi,44,0
video (100).avi,45,0
video (100).avi,46,0
video (100).avi,47,0
video (100).avi,48,0
video (100).avi,49,0
video (100).avi,50,0
video (100).avi,51,0
video (100).avi,52,0
video (100).avi,53,0
video (100).avi,54,0
video (100).avi,55,0
video (100).avi,56,0
video (100).avi,57,0
video (100).avi,58,0
video (100).avi,59,0
video (100).avi,60,0
video (100).avi,61,0
video (100).avi,62,0
video (100).avi,63,0
video (100).avi,64,0
video (100).avi,65,0
video (100).avi,66,0
video (100).avi,67,0
video (100).avi,68,0
video (100).avi,69,0
video (100).avi,70,0
video (100).avi,71,0
video (100).avi,72,0
video (100).avi,73,0
video (100).avi,74,0
video (100).avi,75,0
video (100).avi,76,0
video (100).avi,77,0
video (100).avi,78,0
video (100).avi,79,0
video (100).avi,80,0
video (100).avi,81,0
video (100).avi,82,0
video (100).avi,83,0
video (100).avi,84,0
video (100).avi,85,0
video (100).avi,86,0
video (100).avi,87,0
video (100).avi,88,0
video (100).avi,89,0
video (100).avi,90,0
video (100).avi,91,0
video (100).avi,92,0
video (100).avi,93,0
video (100).avi,94,0
video (100).avi,95,0
video (100).avi,96,0
video (100).avi,97,0
video (100).avi,98,0
video (100).avi,99,0
video (100).avi,100,0
video (100).avi,101,0
video (100).avi,102,0
video (100).avi,103,0
video (100).avi,104,0
video (100).avi,105,0
video (100).avi,106,0
video (100).avi,107,0
video (100).avi,108,0
video (100).avi,109,0
video (100).avi,110,0
video (100).avi,111,0
video (100).avi,112,0
video (100).avi,113,0
video (100).avi,114,0
video (100).avi,115,0
video (100).avi,116,0
video (100).avi,117,0
video (100).avi,118,0
video (100).avi,119,0
video (100).avi,120,0
video (100).avi,121,0
video (100).avi,122,0
video (100).avi,123,0
video (100).avi,124,0
video (100).avi,125,0
video (100).avi,126,0
video (100).avi,127,0
video (100).avi,128,0
video (100).avi,129,0
video (100).avi,130,0
video (100).avi,131,0
video (100).avi,132,0
video (100).avi,133,0
video (100).avi,134,0
video (100).avi,135,0
video (100).avi,136,0
video (100).avi,137,0
video (100).avi,138,0
video (100).avi,139,0
video (100).avi,140,0
video (100).avi,141,0
video (100).avi,142,0
video (100).avi,143,0
video (100).avi,144,0
video (100).avi,145,0
video (100).avi,146,0
video (100).avi,147,0
video (100).avi,148,0
video (100).avi,149,0
video (100).avi,150,0
video (100).avi,151,0
video (100).avi,152,0
video (100).avi,153,0
video (100).avi,154,0
video (100).avi,155,0
video (100).avi,156,0
video (100).avi,157,0
video (100).avi,158,0
video (100).avi,159,0
video (100).avi,160,0
video (100).avi,161,0
video (100).avi,162,0
video (100).avi,163,0
video (100).avi,164,0
video (100).avi,165,0
video (100).avi,166,0
video (100).avi,167,0
video (100).avi,168,0
video (100).avi,169,0
video (100).avi,170,0
video (100).avi,171,0
video (100).avi,172,0
video (100).avi,173,0
video (100).avi,174,0
video (100).avi,175,0
video (100).avi,176,0
video (100).avi,177,0
video (100).avi,178,0
video (100).avi,179,0
video (100).avi,180,0
video (100).avi,181,0
video (100).avi,182,0
video (100).avi,183,0
video (100).avi,184,0
video (100).avi,185,0
video (100).avi,186,0
video (100).avi,187,0
video (100).avi,188,0
video (100).avi,189,0
video (100).avi,190,0
video (100).avi,191,0
video (100).avi,192,0
video (100).avi,193,0
video (100).avi,194,0
video (100).avi,195,0
video (100).avi,196,0
video (100).avi,197,0
video (100).avi,198,0
video (100).avi,199,0
video (100).avi,200,0
video (100).avi,201,0
video (100).avi,202,0
video (100).avi,203,0
video (100).avi,204,0
video (100).avi,205,0
video (100).avi,206,0
video (100).avi,207,0
video (100).avi,208,0
video (100).avi,209,0
video (100).avi,210,0
video (100).avi,211,0
video (100).avi,212,0
video (100).avi,213,0
video (100).avi,214,0
video (100).avi,215,0
video (100).avi,216,0
video (100).avi,217,0
video (100).avi,218,0
video (100).avi,219,0
video (100).avi,220,0
video (100).avi,221,0
video (100).avi,222,0
video (100).avi,223,0
video (100).avi,224,0
video (100).avi,225,0
video (100).avi,226,0
video (100).avi,227,0
video (100).avi,228,0
video (100).avi,229,0
video (100).avi,230,0
video (100).avi,231,0
video (100).avi,232,0
video (100).avi,233,0
video (100).avi,234,0
video (100).avi,235,0
video (100).avi,236,0
video (100).avi,237,0
video (100).avi,238,0
video (100).avi,239,0
video (100).avi,240,0
video (100).avi,241,0
video (100).avi,242,0
video (100).avi,243,0
video (100).avi,244,0
video (100).avi,245,0
video (100).avi,246,0
video (100).avi,247,0
video (100).avi,248,0
video (100).avi,249,0
video (100).avi,250,0
video (100).avi,251,0
video (100).avi,252,0
video (100).avi,253,0
video (100).avi,254,0
video (100).avi,255,0
video (100).avi,256,0
video (100).avi,257,5
video (100).avi,258,5
video (100).avi,259,5
video (100).avi,260,5
video (100).avi,261,5
video (100).avi,262,5
video (100).avi,263,5
video (100).avi,264,5
video (100).avi,265,5
video (100).avi,266,5
video (100).avi,267,5
video (100).avi,268,5
video (100).avi,269,5
video (100).avi,270,5
video (100).avi,271,5
video (100).avi,272,5
video (100).avi,273,5
video (100).avi,274,5
video (100).avi,275,5
video (100).avi,276,5
video (100).avi,277,5
video (100).avi,278,5
video (100).avi,279,5
video (100).avi,280,5
video (100).avi,281,5
video (100).avi,282,5
video (100).avi,283,5
video (100).avi,284,5
video (100).avi,285,5
video (100).avi,286,5
video (100).avi,287,5
video (100).avi,288,5
video (100).avi,289,5
video (100).avi,290,5
video (100).avi,291,2
video (100).avi,292,2
video (100).avi,293,2
video (100).avi,294,2
video (100).avi,295,2
video (100).avi,296,2
video (100).avi,297,2
video (100).avi,298,2
video (100).avi,299,2
video (100).avi,300,2
video (100).avi,301,2
video (100).avi,302,2
video (100).avi,303,2
video (100).avi,304,2
video (100).avi,305,2
video (100).avi,306,2
video (100).avi,307,2
video (100).avi,308,2
video (100).avi,309,2
video (100).avi,310,2
video (100).avi,311,2
video (100).avi,312,2
video (100).avi,313,2
video (100).avi,314,2
video (100).avi,315,2
video (100).avi,316,2
video (100).avi,317,2
video (100).avi,318,2
video (100).avi,319,2
video (100).avi,320,2
video (100).avi,321,2
video (100).avi,322,2
video (100).avi,323,2
video (100).avi,324,2
video (100).avi,325,2
video (100).avi,326,2
video (100).avi,327,2
video (100).avi,328,2
video (100).avi,329,2
video (100).avi,330,2
video (100).avi,331,2
video (100).avi,332,2
video (100).avi,333,2
video (100).avi,334,2
video (100).avi,335,2
video (100).avi,336,2
video (100).avi,337,2
video (100).avi,338,2
video (100).avi,339,2
video (100).avi,340,2
video (100).avi,341,2
video (100).avi,342,2
video (100).avi,343,2
video (100).avi,344,2
video (100).avi,345,2
video (100).avi,346,2
video (100).avi,347,2
video (100).avi,348,2
video (100).avi,349,2
video (100).avi,350,2
video (101).avi,1,0
video (101).avi,2,0
video (101).avi,3,0
video (101).avi,4,0
video (101).avi,5,0
video (101).avi,6,0
video (101).avi,7,0
video (101).avi,8,0
video (101).avi,9,0
video (101).avi,10,0
video (101).avi,11,0
video (101).avi,12,0
video (101).avi,13,0
video (101).avi,14,0
video (101).avi,15,0
video (101).avi,16,0
video (101).avi,17,0
video (101).avi,18,0
video (101).avi,19,0
video (101).avi,20,0
video (101).avi,21,0
video (101).avi,22,0
video (101).avi,23,0
video (101).avi,24,0
video (101).avi,25,0
video (101).avi,26,0
video (101).avi,27,0
video (101).avi,28,0
video (101).avi,29,0
video (101).avi,30,0
video (101).avi,31,0
video (101).avi,32,0
video (101).avi,33,0
video (101).avi,34,0
video (101).avi,35,0
video (101).avi,36,0
video (101).avi,37,0
video (101).avi,38,0
video (101).avi,39,0
video (101).avi,40,0
video (101).avi,41,0
video (101).avi,42,0
video (101).avi,43,0
video (101).avi,44,0
video (101).avi,45,0
video (101).avi,46,0
video (101).avi,47,0
video (101).avi,48,0
video (101).avi,49,0
video (101).avi,50,0
video (101).avi,51,0
video (101).avi,52,0
video (101).avi,53,0
video (101).avi,54,0
video (101).avi,55,0
video (101).avi,56,0
video (101).avi,57,0
video (101).avi,58,0
video (101).avi,59,0
video (101).avi,60,0
video (101).avi,61,0
video (101).avi,62,0
video (101).avi,63,0
video (101).avi,64,0
video (101).avi,65,0
video (101).avi,66,0
video (101).avi,67,0
video (101).avi,68,0
video (101).avi,69,0
video (101).avi,70,0
video (101).avi,71,0
video (101).avi,72,0
video (101).avi,73,0
video (101).avi,74,0
video (101).avi,75,0
video (101).avi,76,0
video (101).avi,77,0
video (101).avi,78,0
video (101).avi,79,0
video (101).avi,80,0
video (101).avi,81,0
video (101).avi,82,0
video (101).avi,83,0
video (101).avi,84,0
video (101).avi,85,0
video (101).avi,86,0
video (101).avi,87,0
video (101).avi,88,0
video (101).avi,89,0
video (101).avi,90,0
video (101).avi,91,0
video (101).avi,92,0
video (101).avi,93,0
video (101).avi,94,0
video (101).avi,95,0
video (101).avi,96,0
video (101).avi,97,0
video (101).avi,98,0
video (101).avi,99,0
video (101).avi,100,0
video (101).avi,101,0
video (101).avi,102,0
video (101).avi,103,0
video (101).avi,104,0
video (101).avi,105,0
video (101).avi,106,0
video (101).avi,107,0
video (101).avi,108,0
video (101).avi,109,0
video (101).avi,110,0
video (101).avi,111,0
video (101).avi,112,0
video (101).avi,113,0
video (101).avi,114,0
video (101).avi,115,0
video (101).avi,116,0
video (101).avi,117,0
video (101).avi,118,0
video (101).avi,119,0
video (101).avi,120,0
video (101).avi,121,0
video (101).avi,122,0
video (101).avi,123,0
video (101).avi,124,0
video (101).avi,125,0
video (101).avi,126,0
video (101).avi,127,0
video (101).avi,128,0
video (101).avi,129,0
video (101).avi,130,0
video (101).avi,131,0
video (101).avi,132,0
video (101).avi,133,0
video (101).avi,134,0
video (101).avi,135,0
video (101).avi,136,0
video (101).avi,137,0
video (101).avi,138,0
video (101).avi,139,0
video (101).avi,140,0
video (101).avi,141,0
video (101).avi,142,0
video (101).avi,143,0
video (101).avi,144,0
video (101).avi,145,0
video (101).avi,146,0
video (101).avi,147,0
video (101).avi,148,0
video (101).avi,149,0
video (101).avi,150,0
video (101).avi,151,0
video (101).avi,152,0
video (101).avi,153,0
video (101).avi,154,0
video (101).avi,155,0
video (101).avi,156,0
video (101).avi,157,0
video (101).avi,158,0
video (101).avi,159,0
video (101).avi,160,0
video (101).avi,161,0
video (101).avi,162,0
video (101).avi,163,0
video (101).avi,164,0
video (101).avi,165,0
video (101).avi,166,0
video (101).avi,167,0
video (101).avi,168,0
video (101).avi,169,0
video (101).avi,170,0
video (101).avi,171,0
video (101).avi,172,0
video (101).avi,173,0
video (101).avi,174,0
video (101).avi,175,0
video (101).avi,176,0
video (101).avi,177,0
video (101).avi,178,0
video (101).avi,179,0
video (101).avi,180,0
video (101).avi,181,0
video (101).avi,182,0
video (101).avi,183,0
video (101).avi,184,0
video (101).avi,185,0
video (101).avi,186,0
video (101).avi,187,0
video (101).avi,188,0
video (101).avi,189,0
video (101).avi,190,0
video (101).avi,191,0
video (101).avi,192,0
video (101).avi,193,0
video (101).avi,194,0
video (101).avi,195,0
video (101).avi,196,0
video (101).avi,197,0
video (101).avi,198,0
video (101).avi,199,0
video (101).avi,200,0
video (101).avi,201,0
video (101).avi,202,0
video (101).avi,203,0
video (101).avi,204,0
video (101).avi,205,0
video (101).avi,206,0
video (101).avi,207,0
video (101).avi,208,0
video (101).avi,209,0
video (101).avi,210,0
video (101).avi,211,0
video (101).avi,212,0
video (101).avi,213,0
video (101).avi,214,0
video (101).avi,215,0
video (101).avi,216,0
video (101).avi,217,0
video (101).avi,218,0
video (101).avi,219,0
video (101).avi,220,0
video (101).avi,221,0
video (101).avi,222,0
video (101).avi,223,0
video (101).avi,224,0
video (101).avi,225,0
video (101).avi,226,0
video (101).avi,227,0
video (101).avi,228,0
video (101).avi,229,0
video (101).avi,230,0
video (101).avi,231,0
video (101).avi,232,0
video (101).avi,233,0
video (101).avi,234,0
video (101).avi,235,0
video (101).avi,236,0
video (101).avi,237,0
video (101).avi,238,0
video (101).avi,239,0
video (101).avi,240,0
video (101).avi,241,0
video (101).avi,242,0
video (101).avi,243,0
video (101).avi,244,0
video (101).avi,245,0
video (101).avi,246,0
video (101).avi,247,0
video (101).avi,248,0
video (101).avi,249,0
video (101).avi,250,0
video (101).avi,251,0
video (101).avi,252,0
video (101).avi,253,0
video (101).avi,254,0
video (101).avi,255,0
video (101).avi,256,0
video (101).avi,257,0
video (101).avi,258,0
video (101).avi,259,0
video (101).avi,260,0
video (101).avi,261,0
video (101).avi,262,0
video (101).avi,263,0
video (101).avi,264,5
video (101).avi,265,5
video (101).avi,266,5
video (101).avi,267,5
video (101).avi,268,5
video (101).avi,269,5
video (101).avi,270,5
video (101).avi,271,5
video (101).avi,272,5
video (101).avi,273,5
video (101).avi,274,5
video (101).avi,275,5
video (101).avi,276,5
video (101).avi,277,5
video (101).avi,278,5
video (101).avi,279,5
video (101).avi,280,5
video (101).avi,281,5
video (101).avi,282,5
video (101).avi,283,5
video (101).avi,284,5
video (101).avi,285,5
video (101).avi,286,5
video (101).avi,287,5
video (101).avi,288,5
video (101).avi,289,5
video (101).avi,290,5
video (101).avi,291,5
video (101).avi,292,5
video (101).avi,293,5
video (101).avi,294,2
video (101).avi,295,2
video (101).avi,296,2
video (101).avi,297,2
video (101).avi,298,2
video (101).avi,299,2
video (101).avi,300,2
video (101).avi,301,2
video (101).avi,302,2
video (101).avi,303,2
video (101).avi,304,2
video (101).avi,305,2
video (101).avi,306,2
video (101).avi,307,2
video (101).avi,308,2
video (101).avi,309,2
video (101).avi,310,2
video (101).avi,311,2
video (101).avi,312,2
video (101).avi,313,2
video (101).avi,314,2
video (101).avi,315,2
video (101).avi,316,2
video (101).avi,317,2
video (101).avi,318,2
video (101).avi,319,2
video (101).avi,320,2
video (101).avi,321,2
video (101).avi,322,2
video (101).avi,323,2
video (101).avi,324,2
video (101).avi,325,2
video (101).avi,326,2
video (101).avi,327,2
video (101).avi,328,2
video (101).avi,329,2
video (101).avi,330,2
video (101).avi,331,2
video (101).avi,332,2
video (101).avi,333,2
video (101).avi,334,2
video (101).avi,335,2
video (101).avi,336,2
video (101).avi,337,2
video (101).avi,338,2
video (101).avi,339,2
video (101).avi,340,2
video (101).avi,341,2
video (101).avi,342,2
video (101).avi,343,2
video (101).avi,344,2
video (101).avi,345,2
